query_norm,q_count,ctr,mrr
clarksville leaf chronicle,101,0.9207920792079208,1.0
timesnews co ke,77,0.5974025974025974,1.0
siouxcityjournal com,26,1.0,1.0
marilyn manson,52,0.057692307692307696,0.5476190476190476
men speedo,47,0.0,
www irs gov,32,0.21875,0.5076663289429247
im help,40,0.05,0.3
judy garland,72,0.027777777777777776,0.14583333333333331
oakwood adventist academy,25,0.24,0.13484848484848483
disney world,20,0.75,0.7578571428571428
real estate woodville texas,23,0.6521739130434783,0.31738370948048367
2006 corvette,37,0.02702702702702703,0.5
keene nh,24,0.5416666666666666,0.2501831501831502
david lee roth,23,0.043478260869565216,0.25
cat in hat photos,30,0.0,
super saiyan,43,0.0,
anime sex games,44,0.5454545454545454,0.5593750000000001
target,54,0.5555555555555556,1.0
eye anatomy,28,0.6071428571428571,0.42654061624649864
exercises for thoracic spine,20,0.9,0.03576116851845185
accuweather,25,0.92,1.0
shoprite,26,0.8846153846153846,0.9217391304347826
slavery shackles,42,0.9047619047619048,0.07953378115096477
weather channel,20,0.65,0.6763736263736264
sophie b hawkins video codes,30,1.0,0.12158804835943954
the cosby show and gender roles,23,0.8695652173913043,0.1329710376912389
briloon org,85,0.8705882352941177,0.724903474903475
simslots com,107,0.9345794392523364,0.9864285714285714
www rfa org,116,0.8879310344827587,1.0
hotmail,74,0.8378378378378378,0.9858870967741935
arabian sport horse,27,0.0,
sonic shadow hedge hog,27,0.0,
atomic bomb,38,0.0,
alyssa milano,21,0.0,
i ll go on loving you lyrics from alan jackson,23,0.9565217391304348,0.10769264814888904
barely 19 gallery,108,0.7870370370370371,0.6713080640106366
free tiny tit asian girls,35,0.9714285714285714,0.32408494407659194
irs,35,0.6285714285714286,0.9242424242424243
quedate lara fabian,20,0.9,0.18515028907185768
free freaky pics,22,0.8181818181818182,0.25379707438530974
localhookupz com,49,0.8367346938775511,1.0
pathmark,33,0.9090909090909091,0.9833333333333333
putas nalgas chilenas,23,0.9130434782608695,0.3672314986600701
soverign bank,21,0.9523809523809523,1.0
sexy,44,0.7954545454545454,0.19536973525840853
afro introduction com,20,0.15,0.7777777777777778
knitting yarn over instructions,23,1.0,0.14727877464117065
g,31,0.0,
ask com,59,0.6440677966101694,0.9736842105263158
masturbation clips,62,0.9354838709677419,0.09932759984773791
webshots com,53,0.9245283018867925,0.9183673469387755
mapquest com,70,0.6571428571428571,0.9202898550724636
webmd,25,0.24,0.8541666666666666
pablo neruda,45,1.0,0.2503703703703703
ask jeeves,96,0.9270833333333334,0.8899812734082396
cfnm,23,0.9565217391304348,0.08748435294332978
gothicmatch com,34,0.9117647058823529,0.9758064516129032
stick ball com,23,0.782608695652174,0.4490740740740741
ebay,549,0.5154826958105647,0.9430632677099108
americas next top model,74,0.0,
recent,61,0.0,
bailey s irish cream,23,0.0,
yahoo fantasy baseball,30,0.7333333333333333,0.9166666666666667
kelly osbourne,107,0.0,
club pogo,22,0.09090909090909091,0.3125
myspace layouts,70,0.8857142857142857,0.39867692223304385
lightspeed girls,30,0.23333333333333334,0.1496814069956585
sun dresses,31,0.967741935483871,0.0947977365361605
fernando colunga,84,0.47619047619047616,0.12457073067559965
the huns yellow pages,31,0.4838709677419355,0.9666666666666667
nash community college,143,0.972027972027972,0.9898081534772183
www xanga com,27,0.8888888888888888,0.5625
easter note cards,39,0.9487179487179487,0.08949801878528227
evo qksrv net,68,0.0,
us c840 mail yahoo com,20,0.0,
walmart com,25,0.72,0.8888888888888888
acrylic joker,28,1.0,0.055272411858579326
mediterranean furniture,28,0.6785714285714286,0.1481173438635631
turbo 21,20,0.0,
mymilesaway com,27,0.6296296296296297,0.7352941176470589
white pages,34,0.47058823529411764,0.8119791666666667
patricia richardson,22,0.0,
lamborghini,21,0.2857142857142857,0.4375
designers guild,22,0.0,
eventing horse,40,0.0,
angelina jolie,20,0.05,0.16666666666666666
hot girls,27,0.3333333333333333,0.5555555555555556
sharon tate,40,0.0,
pictures willy t s norman island,20,0.9,0.1561209140208108
logo abc7,25,0.0,
p,23,0.0,
pics com,25,0.0,
